country,city,lat,lng,,,,,,,,,
Thailand,Amnat Charoen,15.8585,104.6288,,,,,,,,,
Thailand,Chiang Rai,19.9119,99.8265,,,,,,,,,
Thailand,Bangkok,13.75,100.5166,,,,,,,,,
Thailand,Samut Prakan,13.6069,100.6115,,,,,,,,,
Thailand,Rayong,12.6718,101.2815,,,,,,,,,
Thailand,Chon Buri,13.4004,101,,,,,,,,,
Thailand,Si Racha,13.159,100.9287,,,,,,,,,
Thailand,Phitsanulok,16.8283,100.2729,,,,,,,,,
Thailand,Yala,6.5505,101.2851,,,,,,,,,
Thailand,Phayao,19.1707,99.9083,,,,,,,,,
Thailand,Phatthalung,7.615,100.081,,,,,,,,,
Thailand,Nong Khai,17.8733,102.7479,,,,,,,,,
Thailand,Sukhothai,17.0119,99.7515,,,,,,,,,
Thailand,Sing Buri,14.887,100.401,,,,,,,,,
Thailand,Satun,6.6167,100.0667,,,,,,,,,
Thailand,Ranong,9.962,98.638,,,,,,,,,
Thailand,Prachin Buri,14.0572,101.3768,,,,,,,,,
Thailand,Sa Kaeo,13.8141,102.0722,,,,,,,,,
Thailand,Roi Et,16.051,103.655,,,,,,,,,
Thailand,Phuket,7.8765,98.3815,,,,,,,,,
Thailand,Phrae,18.1533,100.1629,,,,,,,,,
Thailand,Phichit,16.439,100.349,,,,,,,,,
Thailand,Phetchabun,16.419,101.159,,,,,,,,,
Thailand,Chaiyaphum,15.804,102.0386,,,,,,,,,
Thailand,Chanthaburi,12.6133,102.0979,,,,,,,,,
Thailand,Chainat,15.179,100.126,,,,,,,,,
Thailand,Chachoengsao,13.679,101.076,,,,,,,,,
Thailand,Ang Thong,14.5833,100.45,,,,,,,,,
Thailand,Surat Thani,9.1501,99.3401,,,,,,,,,
Thailand,Ayutthaya,14.3588,100.5684,,,,,,,,,
Thailand,Phangnga,8.451,98.534,,,,,,,,,
Thailand,Lampang,18.2916,99.4813,,,,,,,,,
Thailand,Kalasin,16.428,103.509,,,,,,,,,
Thailand,Nakhon Sawan,15.7,100.07,,,,,,,,,
Thailand,Nakhon Phanom,17.3945,104.7695,,,,,,,,,
Thailand,Maha Sarakham,16.184,103.298,,,,,,,,,
Thailand,Lop Buri,14.804,100.6186,,,,,,,,,
Thailand,Loei,17.4919,101.7315,,,,,,,,,
Thailand,Uthai Thani,15.3819,100.0264,,,,,,,,,
Thailand,Trang,7.5634,99.608,,,,,,,,,
Thailand,Phetchaburi,13.1133,99.9412,,,,,,,,,
Thailand,Yasothon,15.788,104.151,,,,,,,,,
Thailand,Surin,14.8868,103.4915,,,,,,,,,
Thailand,Uttaradit,17.6316,100.0972,,,,,,,,,
Thailand,Mae Hong Son,19.301,97.969,,,,,,,,,
Thailand,Samut Songkhram,13.413,100.001,,,,,,,,,
Thailand,Aranyaprathet,13.6824,102.4969,,,,,,,,,
Thailand,Tak,16.8847,99.1293,,,,,,,,,
Thailand,Chiang Mai,18.8,98.98,,,,,,,,,
Thailand,Narathiwat,6.4318,101.8214,,,,,,,,,
Thailand,Songkhla,7.21,100.56,,,,,,,,,
Thailand,Hat Yai,6.9964,100.4714,,,,,,,,,
Thailand,Ubon Ratchathani,15.25,104.83,,,,,,,,,
Thailand,Trat,12.237,102.509,,,,,,,,,
Thailand,Kanchanaburi,14.0174,99.522,,,,,,,,,
Thailand,Bua Yai,15.584,102.4186,,,,,,,,,
Thailand,Sakhon Nakhon,17.1679,104.1479,,,,,,,,,
Thailand,Lamphun,18.503,99.074,,,,,,,,,
Thailand,Nakhon Pathom,13.818,100.064,,,,,,,,,
Thailand,Ratchaburi,13.5419,99.8215,,,,,,,,,
Thailand,Udon Thani,17.4048,102.7893,,,,,,,,,
Thailand,Samut Sakhon,13.536,100.274,,,,,,,,,
Thailand,Sisaket,15.1203,104.3298,,,,,,,,,
Thailand,Supham Buri,14.471,100.129,,,,,,,,,
Thailand,Nakhon Ratchasima,15,102.1,,,,,,,,,
Thailand,Nonthaburi,13.8337,100.4833,,,,,,,,,
Thailand,Mae Sot,16.7162,98.5708,,,,,,,,,
Thailand,Khon Kaen,16.42,102.83,,,,,,,,,
Thailand,Mukdahan,16.5453,104.7235,,,,,,,,,
Thailand,Nong Bua Lamphu,17.2041,102.4407,,,,,,,,,
Thailand,Thung Song,8.154,99.7286,,,,,,,,,
Thailand,Nakhon Si Thammarat,8.4,99.97,,,,,,,,,
Thailand,Krabi,8.052,98.912,,,,,,,,,
Thailand,Pathum Thani,14.0171,100.5333,,,,,,,,,
Thailand,Nakhon Nayok,14.2,101.216,,,,,,,,,
Thailand,Prachuap Khiri Khan,11.803,99.8,,,,,,,,,
Thailand,Nan,18.7868,100.7715,,,,,,,,,
Thailand,Bueng Kan,18.363,103.6519,,,,,,,,,
Thailand,Hua Hin,12.5697,99.9443,,,,,,,,,
Thailand,Kamphaeng Phet,16.473,99.529,,,,,,,,,
Thailand,Chumphon,10.5127,99.1872,,,,,,,,,
Thailand,Pattani,6.864,101.25,,,,,,,,,
Thailand,Buriram,15.0004,103.1166,,,,,,,,,
Thailand,Saraburi,14.5304,100.88,,,,,,,,,
Tajikistan,Khorugh,37.4875,71.5476,,,,,,,,,
Tajikistan,Qurghonteppa,37.8373,68.7713,,,,,,,,,
Tajikistan,Kulob,37.9212,69.7757,,,,,,,,,
Tajikistan,Konibodom,40.2922,70.4272,,,,,,,,,
Tajikistan,Khujand,40.29,69.6199,,,,,,,,,
Tajikistan,Uroteppa,39.9219,69.0015,,,,,,,,,
Tajikistan,Dushanbe,38.56,68.7739,,,,,,,,,
Tajikistan,Kuybyshevskiy,37.9794,68.689,,,,,,,,,
Timor-Leste,Dili,-8.5594,125.5795,,,,,,,,,
Timor-Leste,Aileu,-8.7281,125.5664,,,,,,,,,
Timor-Leste,Ainaro,-8.9969,125.505,,,,,,,,,
Timor-Leste,Baucau,-8.4757,126.4563,,,,,,,,,
Timor-Leste,Maliana,-8.9917,125.2197,,,,,,,,,
Timor-Leste,Suai,-9.3129,125.2565,,,,,,,,,
Timor-Leste,Gleno,-8.7239,125.4361,,,,,,,,,
Timor-Leste,Lospalos,-8.5217,126.9983,,,,,,,,,
Timor-Leste,Liquiçá,-8.5875,125.3419,,,,,,,,,
Timor-Leste,Manatuto,-8.5114,126.0131,,,,,,,,,
Timor-Leste,Same,-9.0042,125.6486,,,,,,,,,
Timor-Leste,Pante Macassar,-9.2,124.3833,,,,,,,,,
Timor-Leste,Viqueque,-8.8575,126.3647,,,,,,,,,
Turkmenistan,Türkmenbaşy,40.023,52.9697,,,,,,,,,
Turkmenistan,Daşoguz,41.84,59.965,,,,,,,,,
Turkmenistan,Koneurgench,42.3167,59.1667,,,,,,,,,
Turkmenistan,Balkanabat,39.5124,54.3649,,,,,,,,,
Turkmenistan,Celeken,39.4362,53.1226,,,,,,,,,
Turkmenistan,Atamyrat,37.8248,65.1997,,,,,,,,,
Turkmenistan,Mary,37.6,61.8333,,,,,,,,,
Turkmenistan,Türkmenabat,39.11,63.58,,,,,,,,,
Turkmenistan,Tejen,37.3786,60.496,,,,,,,,,
Turkmenistan,Kaka,37.3503,59.6,,,,,,,,,
Turkmenistan,Gyzlarbat,38.9755,56.2778,,,,,,,,,
Turkmenistan,Buzmeyin,38.0517,58.21,,,,,,,,,
Turkmenistan,Ashgabat,37.95,58.3833,,,,,,,,,
Turkmenistan,Änew,37.8875,58.516,,,,,,,,,
Tunisia,Dehibat,32.017,10.7,,,,,,,,,
Tunisia,Zarzis,33.5104,11.1,,,,,,,,,
Tunisia,Gabès,33.9004,10.1,,,,,,,,,
Tunisia,Gafsa,34.4204,8.78,,,,,,,,,
Tunisia,Qasserine,35.1804,8.83,,,,,,,,,
Tunisia,Sdid Bouzid,35.0167,9.5,,,,,,,,,
Tunisia,Sfax,34.75,10.72,,,,,,,,,
Tunisia,Mahdia,35.4839,11.0409,,,,,,,,,
Tunisia,Monastir,35.7307,10.7673,,,,,,,,,
Tunisia,Sousse,35.83,10.625,,,,,,,,,
Tunisia,Qairouan,35.6804,10.1,,,,,,,,,
Tunisia,El Kef,36.1826,8.7148,,,,,,,,,
Tunisia,Jendouba,36.5,8.75,,,,,,,,,
Tunisia,Béja,36.7304,9.19,,,,,,,,,
Tunisia,Bizerte,37.2904,9.855,,,,,,,,,
Tunisia,Zaghouan,36.4,10.147,,,,,,,,,
Tunisia,Siliana,36.0833,9.3833,,,,,,,,,
Tunisia,Nabeul,36.4603,10.73,,,,,,,,,
Tunisia,Kebili,33.69,8.971,,,,,,,,,
Tunisia,Tataouine,33,10.4667,,,,,,,,,
Tunisia,Medenine,33.4,10.4167,,,,,,,,,
Tunisia,Tozeur,33.9304,8.13,,,,,,,,,
Tunisia,Tunis,36.8028,10.1797,,,,,,,,,
Tunisia,Ben Gardane,33.1404,11.22,,,,,,,,,
Tunisia,Ben Arous,36.7545,10.2217,,,,,,,,,
Tunisia,Manouba,36.8101,10.0956,,,,,,,,,
Tunisia,L'Ariana,36.8667,10.2,,,,,,,,,
Tonga,Neiafu,-18.6496,-173.9833,,,,,,,,,
Tonga,Nukualofa,-21.1385,-175.2206,,,,,,,,,
Turkey,Isparta,37.77,30.53,,,,,,,,,
Turkey,Sivas,39.7454,37.035,,,,,,,,,
Turkey,Kilis,36.7204,37.12,,,,,,,,,
Turkey,Edirne,41.6704,26.57,,,,,,,,,
Turkey,Bingöl,38.885,40.498,,,,,,,,,
Turkey,Corum,40.52,34.95,,,,,,,,,
Turkey,Iğdır,39.9237,44.045,,,,,,,,,
Turkey,Batman,37.8904,41.14,,,,,,,,,
Turkey,Rize,41.0208,40.5219,,,,,,,,,
Turkey,Ardahan,41.1087,42.7022,,,,,,,,,
Turkey,Adıyaman,37.7704,38.2799,,,,,,,,,
Turkey,Bitlis,38.394,42.123,,,,,,,,,
Turkey,Trabzon,40.98,39.72,,,,,,,,,
Turkey,Mardin,37.3115,40.7427,,,,,,,,,
Turkey,Gaziantep,37.075,37.385,,,,,,,,,
Turkey,Sinop,42.023,35.153,,,,,,,,,
Turkey,Manisa,38.6304,27.44,,,,,,,,,
Turkey,Aydın,37.85,27.85,,,,,,,,,
Turkey,Giresun,40.913,38.39,,,,,,,,,
Turkey,İskenderun,36.5804,36.17,,,,,,,,,
Turkey,Kahramanmaraş,37.61,36.945,,,,,,,,,
Turkey,Adana,36.995,35.32,,,,,,,,,
Turkey,Osmaniye,37.0742,36.2478,,,,,,,,,
Turkey,Kayseri,38.735,35.49,,,,,,,,,
Turkey,Samsun,41.28,36.3437,,,,,,,,,
Turkey,Yozgat,39.818,34.815,,,,,,,,,
Turkey,Bafra,41.5682,35.9069,,,,,,,,,
Turkey,Amasya,40.6537,35.833,,,,,,,,,
Turkey,Tokat,40.306,36.563,,,,,,,,,
Turkey,Niğde,37.976,34.694,,,,,,,,,
Turkey,Kırıkkale,39.8504,33.53,,,,,,,,,
Turkey,Burdur,37.7167,30.2833,,,,,,,,,
Turkey,Kırşehir,39.142,34.171,,,,,,,,,
Turkey,Karabük,41.2,32.6,,,,,,,,,
Turkey,Karaman,37.1815,33.215,,,,,,,,,
Turkey,Nevşehir,38.624,34.724,,,,,,,,,
Turkey,Aksaray,38.3725,34.0254,,,,,,,,,
Turkey,Polatlı,39.5842,32.1472,,,,,,,,,
Turkey,Afyon,38.7504,30.55,,,,,,,,,
Turkey,Kastamonu,41.389,33.783,,,,,,,,,
Turkey,Bolu,40.7363,31.6061,,,,,,,,,
Turkey,Antalya,36.89,30.7,,,,,,,,,
Turkey,Konya,37.875,32.475,,,,,,,,,
Turkey,Çankırı,40.607,33.621,,,,,,,,,
Turkey,Ankara,39.9272,32.8644,,,,,,,,,
Turkey,Balıkesir,39.6504,27.89,,,,,,,,,
Turkey,Bartın,41.6358,32.3375,,,,,,,,,
Turkey,Düzce,40.8389,31.1639,,,,,,,,,
Turkey,Zonguldak,41.4304,31.78,,,,,,,,,
Turkey,Eskişehir,39.795,30.53,,,,,,,,,
Turkey,Adapazarı,40.8,30.415,,,,,,,,,
Turkey,İzmit,40.776,29.9306,,,,,,,,,
Turkey,Yalova,40.655,29.2769,,,,,,,,,
Turkey,Bilecik,40.15,29.983,,,,,,,,,
Turkey,Istanbul,41.105,29.01,,,,,,,,,
Turkey,Denizli,37.7704,29.08,,,,,,,,,
Turkey,Muğla,37.2164,28.3639,,,,,,,,,
Turkey,Tekirdağ,40.9909,27.51,,,,,,,,,
Turkey,Kütahya,39.42,29.93,,,,,,,,,
Turkey,Kırklareli,41.743,27.226,,,,,,,,,
Turkey,Uşak,38.6804,29.42,,,,,,,,,
Turkey,Söke,37.7512,27.4103,,,,,,,,,
Turkey,Hatay,36.2304,36.12,,,,,,,,,
Turkey,Malatya,38.3704,38.3,,,,,,,,,
Turkey,Elâzığ,38.68,39.23,,,,,,,,,
Turkey,Artvin,41.183,41.818,,,,,,,,,
Turkey,Şırnak,37.5139,42.4543,,,,,,,,,
Turkey,Hakkâri,37.5744,43.7408,,,,,,,,,
Turkey,Samandagi,36.1171,35.9333,,,,,,,,,
Turkey,Gümüşhane,40.464,39.484,,,,,,,,,
Turkey,Tunceli,39.1167,39.5333,,,,,,,,,
Turkey,Bayburt,40.2563,40.2229,,,,,,,,,
Turkey,Erzincan,39.7526,39.4928,,,,,,,,,
Turkey,Ağrı,39.7198,43.0513,,,,,,,,,
Turkey,Muş,38.749,41.4969,,,,,,,,,
Turkey,İzmir,38.4361,27.1518,,,,,,,,,
Turkey,Van,38.4954,43.4,,,,,,,,,
Turkey,Kars,40.6085,43.0975,,,,,,,,,
Turkey,Diyarbakır,37.9204,40.23,,,,,,,,,
Turkey,Erzurum,39.9204,41.29,,,,,,,,,
Turkey,Lüleburgaz,41.4067,27.3552,,,,,,,,,
Turkey,Bursa,40.2,29.07,,,,,,,,,
Turkey,Çanakkale,40.1459,26.4064,,,,,,,,,
Turkey,Mersin,36.8004,34.6128,,,,,,,,,
Turkey,Tarsus,36.9204,34.88,,,,,,,,,
Turkey,Tatvan,38.5066,42.2816,,,,,,,,,
Turkey,Nusaybin,37.075,41.2184,,,,,,,,,
Turkey,Ordu,41.0004,37.8699,,,,,,,,,
Turkey,Siirt,37.944,41.933,,,,,,,,,
Turkey,Ereğli,37.5063,34.0517,,,,,,,,,
Turkey,Şanlıurfa,37.17,38.795,,,,,,,,,
Trinidad And Tobago,Port-of-Spain,10.652,-61.517,,,,,,,,,
Trinidad And Tobago,Arima,10.6374,-61.2823,,,,,,,,,
Trinidad And Tobago,Aranguez,10.6472,-61.4461,,,,,,,,,
Trinidad And Tobago,Chaguanas,10.5167,-61.4167,,,,,,,,,
Trinidad And Tobago,Couva,10.4232,-61.4618,,,,,,,,,
Trinidad And Tobago,Debe,10.2085,-61.4527,,,,,,,,,
Trinidad And Tobago,Diego Martin,10.7208,-61.5662,,,,,,,,,
Trinidad And Tobago,Point Fortin,10.1741,-61.6841,,,,,,,,,
Trinidad And Tobago,Princes Town,10.2718,-61.371,,,,,,,,,
Trinidad And Tobago,Rio Claro,10.3059,-61.1756,,,,,,,,,
Trinidad And Tobago,San Fernando,10.2805,-61.4594,,,,,,,,,
Trinidad And Tobago,Sangre Grande,10.5871,-61.1322,,,,,,,,,
Trinidad And Tobago,Scarborough,11.1811,-60.7333,,,,,,,,,
Trinidad And Tobago,Siparia,10.1453,-61.5074,,,,,,,,,
Trinidad And Tobago,Tunapuna,10.6524,-61.3888,,,,,,,,,
Tuvalu,Funafuti,-8.5167,179.2166,,,,,,,,,
Taiwan,Taipei,25.0358,121.5683,,,,,,,,,
Taiwan,Magong,23.5667,119.5833,,,,,,,,,
Taiwan,Pingtung,22.6817,120.4817,,,,,,,,,
Taiwan,Bade,24.9575,121.2989,,,,,,,,,
Taiwan,Hualien,23.9837,121.6,,,,,,,,,
Taiwan,Miaoli,24.57,120.82,,,,,,,,,
Taiwan,Zhubei,24.8333,121.0119,,,,,,,,,
Taiwan,Yangmei,24.9167,121.15,,,,,,,,,
Taiwan,Taitung,22.7554,121.14,,,,,,,,,
Taiwan,Taoyuan,24.9889,121.3111,,,,,,,,,
Taiwan,Pingzhen,24.9439,121.2161,,,,,,,,,
Taiwan,Zhongli,24.965,121.2168,,,,,,,,,
Taiwan,Taibao,23.45,120.3333,,,,,,,,,
Taiwan,Yilan,24.75,121.75,,,,,,,,,
Taiwan,Changhua,24.0734,120.5134,,,,,,,,,
Taiwan,Nantou,23.9167,120.6833,,,,,,,,,
Taiwan,Douliou,23.7075,120.5439,,,,,,,,,
Taiwan,Puzi,23.4611,120.2419,,,,,,,,,
Taiwan,Hsinchu,24.8168,120.9767,,,,,,,,,
Taiwan,Chiayi,23.4755,120.4351,,,,,,,,,
Taiwan,Banqiao,25.0143,121.4672,,,,,,,,,
Taiwan,Taichung,24.1521,120.6817,,,,,,,,,
Taiwan,Keelung,25.1333,121.7333,,,,,,,,,
Taiwan,Tainan,23,120.2,,,,,,,,,
Taiwan,Kaohsiung,22.6333,120.2666,,,,,,,,,
Taiwan,Jincheng,24.4341,118.3171,,,,,,,,,
Taiwan,Nangan,26.1504,119.9328,,,,,,,,,
Tanzania,Sumbawanga,-7.9596,31.62,,,,,,,,,
Tanzania,Mtwara,-10.2696,40.19,,,,,,,,,
Tanzania,Koani,-6.1333,39.2833,,,,,,,,,
Tanzania,Mbeya,-8.89,33.43,,,,,,,,,
Tanzania,Zanzibar,-6.16,39.2,,,,,,,,,
Tanzania,Uvinza,-5.1196,30.39,,,,,,,,,
Tanzania,Musoma,-1.4896,33.8,,,,,,,,,
Tanzania,Tanga,-5.07,39.09,,,,,,,,,
Tanzania,Kigoma,-4.8796,29.61,,,,,,,,,
Tanzania,Kakonko,-3.2796,30.96,,,,,,,,,
Tanzania,Moshi,-3.3396,37.34,,,,,,,,,
Tanzania,Arusha,-3.36,36.67,,,,,,,,,
Tanzania,Lindi,-10,39.7,,,,,,,,,
Tanzania,Kilindoni,-7.9163,39.65,,,,,,,,,
Tanzania,Kibiti,-7.7296,38.95,,,,,,,,,
Tanzania,Mikumi,-7.3996,36.98,,,,,,,,,
Tanzania,Chake Chake,-5.2395,39.77,,,,,,,,,
Tanzania,Kasulu,-4.5796,30.1,,,,,,,,,
Tanzania,Biharamulo,-2.6296,31.31,,,,,,,,,
Tanzania,Bukoba,-1.3196,31.8,,,,,,,,,
Tanzania,Iringa,-7.7696,35.69,,,,,,,,,
Tanzania,Songea,-10.68,35.65,,,,,,,,,
Tanzania,Ngara,-2.4695,30.65,,,,,,,,,
Tanzania,Mwanza,-2.52,32.93,,,,,,,,,
Tanzania,Wete,-5.0635,39.7258,,,,,,,,,
Tanzania,Babati,-4.2195,35.75,,,,,,,,,
Tanzania,Singida,-4.8196,34.74,,,,,,,,,
Tanzania,Morogoro,-6.82,37.66,,,,,,,,,
Tanzania,Tabora,-5.02,32.8,,,,,,,,,
Tanzania,Dodoma,-6.1833,35.75,,,,,,,,,
Tanzania,Dar es Salaam,-6.8,39.2683,,,,,,,,,
Tanzania,Ifakara,-8.1296,36.68,,,,,,,,,
Tanzania,Tunduma,-9.2846,32.7749,,,,,,,,,
Tanzania,Tunduru,-11.0896,37.37,,,,,,,,,
Tanzania,Itigi,-5.6996,34.48,,,,,,,,,
Tanzania,Masasi,-10.7296,38.7999,,,,,,,,,
Tanzania,Kipili,-7.4329,30.6,,,,,,,,,
Tanzania,Tukuyu,-9.2496,33.64,,,,,,,,,
Tanzania,Manyoni,-5.7796,34.9,,,,,,,,,
Tanzania,Mbamba Bay,-11.2829,34.7666,,,,,,,,,
Tanzania,Nzega,-4.2096,33.18,,,,,,,,,
Tanzania,Ngorongoro,-3.2496,35.52,,,,,,,,,
Tanzania,Kanyato,-4.4565,30.2614,,,,,,,,,
Tanzania,Kilosa,-6.8396,36.99,,,,,,,,,
Tanzania,Same,-4.0696,37.72,,,,,,,,,
Tanzania,Sikonge,-5.6295,32.77,,,,,,,,,
Tanzania,Korogwe,-5.0896,38.54,,,,,,,,,
Tanzania,Bagamoyo,-6.4396,38.89,,,,,,,,,
Tanzania,Kibaha,-6.7667,38.9167,,,,,,,,,
Tanzania,Mpwapwa,-6.3496,36.48,,,,,,,,,
Tanzania,Oldeani,-3.3496,35.55,,,,,,,,,
Tanzania,Karema,-6.8162,30.4333,,,,,,,,,
Tanzania,Nyahanga,-2.3829,33.55,,,,,,,,,
Tanzania,Mbulu,-3.8496,35.53,,,,,,,,,
Tanzania,Kahama,-3.8196,32.58,,,,,,,,,
Tanzania,Shinyanga,-3.6596,33.42,,,,,,,,,
Tanzania,Vwawa,-9.1081,32.9347,,,,,,,,,
Tanzania,Bariadi,-2.8069,33.9878,,,,,,,,,
Tanzania,Geita,-2.8662,32.1666,,,,,,,,,
Tanzania,Mahonda,-5.9897,39.2519,,,,,,,,,
Tanzania,Mkokotoni,-5.879,39.26,,,,,,,,,
Tanzania,Mpanda,-6.3596,31.05,,,,,,,,,
Tanzania,Njombe,-9.3296,34.77,,,,,,,,,
Ukraine,Uzhgorod,48.63,22.25,,,,,,,,,
Ukraine,Kiev,50.4334,30.5166,,,,,,,,,
Ukraine,Ivano-Frankivsk,48.9348,24.7094,,,,,,,,,
Ukraine,Kherson,46.6325,32.6007,,,,,,,,,
Ukraine,Donetsk,48,37.83,,,,,,,,,
Ukraine,Khmelnytskyy,49.4249,27.0015,,,,,,,,,
Ukraine,Makiyivka,48.0297,37.9746,,,,,,,,,
Ukraine,Mykolayiv,46.9677,31.9843,,,,,,,,,
Ukraine,Lvov,49.835,24.03,,,,,,,,,
Ukraine,Odessa,46.49,30.71,,,,,,,,,
Ukraine,Kharkiv,50,36.25,,,,,,,,,
Ukraine,Zaporizhzhya,47.8573,35.1768,,,,,,,,,
Ukraine,Luhansk,48.5698,39.3344,,,,,,,,,
Ukraine,Sumy,50.9243,34.7809,,,,,,,,,
Ukraine,Ternopil,49.536,25.5821,,,,,,,,,
Ukraine,Poltava,49.574,34.5703,,,,,,,,,
Ukraine,Vinnytsya,49.2254,28.4816,,,,,,,,,
Ukraine,Simferopol’,44.9572,34.1108,,,,,,,,,
Ukraine,Lutsk,50.7472,25.3334,,,,,,,,,
Ukraine,Chernivtsi,48.3053,25.9216,,,,,,,,,
Ukraine,Cherkasy,49.4347,32.0709,,,,,,,,,
Ukraine,Mariupol,47.0962,37.5562,,,,,,,,,
Ukraine,Chernobyl,51.3894,30.0989,,,,,,,,,
Ukraine,Zhytomyr,50.2456,28.6622,,,,,,,,,
Ukraine,Horlivka,48.2996,38.0547,,,,,,,,,
Ukraine,Kramatorsk,48.7194,37.5344,,,,,,,,,
Ukraine,Lysychansk,48.9204,38.4274,,,,,,,,,
Ukraine,Melitopol,46.8378,35.3775,,,,,,,,,
Ukraine,Chernihiv,51.5049,31.3015,,,,,,,,,
Ukraine,Nizhyn,51.0541,31.8903,,,,,,,,,
Ukraine,Berdyansk,46.7568,36.7868,,,,,,,,,
Ukraine,Kovel,51.2171,24.7166,,,,,,,,,
Ukraine,Kupyansk,49.7218,37.5981,,,,,,,,,
Ukraine,Nikopol,47.5666,34.4062,,,,,,,,,
Ukraine,Rivne,50.6166,26.2528,,,,,,,,,
Ukraine,Uman,48.7543,30.2109,,,,,,,,,
Ukraine,Drohobych,49.3444,23.4994,,,,,,,,,
Ukraine,Konotop,51.2424,33.209,,,,,,,,,
Ukraine,Voznesensk,47.5504,31.3333,,,,,,,,,
Ukraine,Korosten,50.9504,28.65,,,,,,,,,
Ukraine,Kamyanets-Podilskyy,48.6843,26.5809,,,,,,,,,
Ukraine,Shostka,51.8734,33.4797,,,,,,,,,
Ukraine,Kryvyy Rih,47.9283,33.345,,,,,,,,,
Ukraine,Izmayil,45.3503,28.8374,,,,,,,,,
Ukraine,Bila Tserkva,49.7743,30.1309,,,,,,,,,
Ukraine,Brovary,50.4943,30.7809,,,,,,,,,
Ukraine,Sevastopol’,44.5883,33.5224,,,,,,,,,
Ukraine,Kremenchuk,49.0835,33.4296,,,,,,,,,
Ukraine,Kirovohrad,48.5041,32.2603,,,,,,,,,
Ukraine,Dnipro,48.48,35,,,,,,,,,
Ukraine,Illichivsk,46.3,30.6666,,,,,,,,,
Uganda,Rukungiri,-0.8411,29.9419,,,,,,,,,
Uganda,Kanungu,-0.9575,29.7897,,,,,,,,,
Uganda,Katwe,-0.1296,29.92,,,,,,,,,
Uganda,Kumi,1.4608,33.9361,,,,,,,,,
Uganda,Bugiri,0.5714,33.7417,,,,,,,,,
Uganda,Kasese,0.2325,29.9883,,,,,,,,,
Uganda,Kibale,0.8,31.0667,,,,,,,,,
Uganda,Kiboga,0.9161,31.7742,,,,,,,,,
Uganda,Bushenyi,-0.5853,30.2114,,,,,,,,,
Uganda,Hoima,1.4356,31.3436,,,,,,,,,
Uganda,Kayunga,0.7025,32.8886,,,,,,,,,
Uganda,Jinja,0.4404,33.1999,,,,,,,,,
Uganda,Nakapiripirit,1.9167,34.7833,,,,,,,,,
Uganda,Kyenjojo,0.6328,30.6214,,,,,,,,,
Uganda,Kalangala,-0.3089,32.225,,,,,,,,,
Uganda,Mukono,0.3533,32.7553,,,,,,,,,
Uganda,Sembabule,-0.0772,31.4567,,,,,,,,,
Uganda,Kamwenge,0.2111,30.4208,,,,,,,,,
Uganda,Wakiso,0.4044,32.4594,,,,,,,,,
Uganda,Ntungamo,-0.8794,30.2642,,,,,,,,,
Uganda,Nakasongola,1.3089,32.4564,,,,,,,,,
Uganda,Kabale,-1.2496,29.98,,,,,,,,,
Uganda,Masindi,1.6744,31.715,,,,,,,,,
Uganda,Kaabong,3.5204,34.12,,,,,,,,,
Uganda,Rakai,-0.72,31.4839,,,,,,,,,
Uganda,Isingiro,-0.8686,30.8302,,,,,,,,,
Uganda,Masindi-Port,1.7004,32.0699,,,,,,,,,
Uganda,Zombo,2.5135,30.9091,,,,,,,,,
Uganda,Pallisa,1.145,33.7094,,,,,,,,,
Uganda,Luwero,0.8492,32.4731,,,,,,,,,
Uganda,Kotido,2.9806,34.1331,,,,,,,,,
Uganda,Lira,2.2604,32.89,,,,,,,,,
Uganda,Mubende,0.5904,31.37,,,,,,,,,
Uganda,Buikwe,0.3375,33.0106,,,,,,,,,
Uganda,Lamwo,3.5297,32.8016,,,,,,,,,
Uganda,Agago,2.8338,33.3336,,,,,,,,,
Uganda,Napak,2.2514,34.2501,,,,,,,,,
Uganda,Luuka Town,0.7008,33.3002,,,,,,,,,
Uganda,Otuke,2.5004,33.5007,,,,,,,,,
Uganda,Alebtong,2.2447,33.2547,,,,,,,,,
Uganda,Amuria,2.0036,33.6511,,,,,,,,,
Uganda,Kole,2.4002,32.8003,,,,,,,,,
Uganda,Oyam,2.235,32.385,,,,,,,,,
Uganda,Abim,2.7017,33.6761,,,,,,,,,
Uganda,Binyin,1.4167,34.5333,,,,,,,,,
Uganda,Bulambuli,1.1667,34.3833,,,,,,,,,
Uganda,Bududa,1.0112,34.3311,,,,,,,,,
Uganda,Amudat,1.95,34.95,,,,,,,,,
Uganda,Bukwa,1.2592,34.7539,,,,,,,,,
Uganda,Kapchorwa,1.3965,34.4509,,,,,,,,,
Uganda,Masaka,-0.3296,31.73,,,,,,,,,
Uganda,Mbale,1.0904,34.17,,,,,,,,,
Uganda,Mbarara,-0.5996,30.65,,,,,,,,,
Uganda,Tororo,0.7104,34.17,,,,,,,,,
Uganda,Sironko,1.25,34.3,,,,,,,,,
Uganda,Rubirizi,-0.2989,30.1336,,,,,,,,,
Uganda,Mitoma,-0.6842,30.07,,,,,,,,,
Uganda,Ntoroko,1.0411,30.4811,,,,,,,,,
Uganda,Kanoni,0.1772,31.8811,,,,,,,,,
Uganda,Kibingo,-0.626,30.4359,,,,,,,,,
Uganda,Nakaseke,0.7517,32.385,,,,,,,,,
Uganda,Ibanda,-0.1539,30.5319,,,,,,,,,
